(-2250.000000, 0.000000)
(-2245.000000, 0.000000)
(-2240.000000, 0.000000)
(-2235.000000, 0.000000)
(-2230.000000, 0.000000)
(-2225.000000, 0.000000)
(-2220.000000, 0.000000)
(-2215.000000, 0.000000)
(-2210.000000, 0.000000)
(-2205.000000, 0.000000)
(-2200.000000, 0.000000)
(-2195.000000, 0.000000)
(-2190.000000, 0.000000)
(-2185.000000, 0.000000)
(-2180.000000, 0.000000)
(-2175.000000, 0.000000)
(-2170.000000, 0.000000)
(-2165.000000, 0.000000)
(-2160.000000, 0.000000)
(-2155.000000, 0.000000)
(-2150.000000, 0.000000)
(-2145.000000, 0.000000)
(-2140.000000, 0.000000)
(-2135.000000, 0.000000)
(-2130.000000, 0.000000)
(-2125.000000, 0.000000)
(-2120.000000, 0.000000)
(-2115.000000, 0.000000)
(-2110.000000, 0.000000)
(-2105.000000, 0.000000)
(-2100.000000, 0.000000)
(-2095.000000, 0.000000)
(-2090.000000, 0.000000)
(-2085.000000, 0.000000)
(-2080.000000, 0.000000)
(-2075.000000, 0.000000)
(-2070.000000, 0.000000)
(-2065.000000, 0.000000)
(-2060.000000, 0.000000)
(-2055.000000, 0.000000)
(-2050.000000, 0.000000)
(-2045.000000, 0.000000)
(-2040.000000, 0.000000)
(-2035.000000, 0.000000)
(-2030.000000, 0.000000)
(-2025.000000, 0.000000)
(-2020.000000, 0.000000)
(-2015.000000, 0.000000)
(-2010.000000, 0.000000)
(-2005.000000, 0.000000)
(-2000.000000, 0.000000)
(-1995.000000, 0.000000)
(-1990.000000, 0.000000)
(-1985.000000, 0.000000)
(-1980.000000, 0.000000)
(-1975.000000, 0.000000)
(-1970.000000, 0.000000)
(-1965.000000, 0.000000)
(-1960.000000, 0.000000)
(-1955.000000, 0.000000)
(-1950.000000, 0.000000)
(-1945.000000, 0.000000)
(-1940.000000, 0.000000)
(-1935.000000, 0.000000)
(-1930.000000, 0.000000)
(-1925.000000, 0.000000)
(-1920.000000, 0.000000)
(-1915.000000, 0.000000)
(-1910.000000, 0.000000)
(-1905.000000, 0.000000)
(-1900.000000, 0.000000)
(-1895.000000, 0.000000)
(-1890.000000, 0.000000)
(-1885.000000, 0.000000)
(-1880.000000, 0.000000)
(-1875.000000, 0.000000)
(-1870.000000, 0.000000)
(-1865.000000, 0.000000)
(-1860.000000, 0.000000)
(-1855.000000, 0.000000)
(-1850.000000, 0.000000)
(-1845.000000, 0.000000)
(-1840.000000, 0.000000)
(-1835.000000, 0.000000)
(-1830.000000, 0.000000)
(-1825.000000, 0.000000)
(-1820.000000, 0.000000)
(-1815.000000, 0.000000)
(-1810.000000, 0.000000)
(-1805.000000, 0.000000)
(-1800.000000, 0.000000)
(-1795.000000, 0.000000)
(-1790.000000, 0.000000)
(-1785.000000, 0.000000)
(-1780.000000, 0.000000)
(-1775.000000, 0.000000)
(-1770.000000, 0.000000)
(-1765.000000, 0.000000)
(-1760.000000, 0.000000)
(-1755.000000, 0.000000)
(-1750.000000, 0.000000)
(-1745.000000, 0.000000)
(-1740.000000, 0.000000)
(-1735.000000, 0.000000)
(-1730.000000, 0.000000)
(-1725.000000, 0.000000)
(-1720.000000, 0.000000)
(-1715.000000, 0.000000)
(-1710.000000, 0.000000)
(-1705.000000, 0.000000)
(-1700.000000, 0.000000)
(-1695.000000, 0.000000)
(-1690.000000, 0.000000)
(-1685.000000, 0.000000)
(-1680.000000, 0.000000)
(-1675.000000, 0.000000)
(-1670.000000, 0.000000)
(-1665.000000, 0.000000)
(-1660.000000, 0.000000)
(-1655.000000, 0.000000)
(-1650.000000, 0.000000)
(-1645.000000, 0.000000)
(-1640.000000, 0.000000)
(-1635.000000, 0.000000)
(-1630.000000, 0.000000)
(-1625.000000, 0.000000)
(-1620.000000, 0.000000)
(-1615.000000, 0.000000)
(-1610.000000, 0.000000)
(-1605.000000, 0.000000)
(-1600.000000, 0.000000)
(-1595.000000, 0.000000)
(-1590.000000, 0.000000)
(-1585.000000, 0.000000)
(-1580.000000, 0.000000)
(-1575.000000, 0.000000)
(-1570.000000, 0.000000)
(-1565.000000, 0.000000)
(-1560.000000, 0.000000)
(-1555.000000, 0.000000)
(-1550.000000, 0.000000)
(-1545.000000, 0.000000)
(-1540.000000, 0.000000)
(-1535.000000, 0.000000)
(-1530.000000, 0.000000)
(-1525.000000, 0.000000)
(-1520.000000, 0.000000)
(-1515.000000, 0.000000)
(-1510.000000, 0.000000)
(-1505.000000, 0.000000)
(-1500.000000, 0.000000)
(-1495.000000, 0.000000)
(-1490.000000, 0.000000)
(-1485.000000, 0.000000)
(-1480.000000, 0.000000)
