(-3000.000000, 800.000000)
(-2990.000000, 800.000000)
(-2980.000000, 800.000000)
(-2970.000000, 800.000000)
(-2960.000000, 800.000000)
(-2950.000000, 800.000000)
(-2940.000000, 800.000000)
(-2930.000000, 800.000000)
(-2920.000000, 800.000000)
(-2910.000000, 800.000000)
(-2900.000000, 800.000000)
(-2890.000000, 800.000000)
(-2880.000000, 800.000000)
(-2870.000000, 800.000000)
(-2860.000000, 800.000000)
(-2850.000000, 800.000000)
(-2840.000000, 800.000000)
(-2830.000000, 800.000000)
(-2820.000000, 800.000000)
(-2810.000000, 800.000000)
(-2800.000000, 800.000000)
(-2790.000000, 800.000000)
(-2780.000000, 800.000000)
(-2770.000000, 800.000000)
(-2760.000000, 800.000000)
(-2750.000000, 800.000000)
(-2740.000000, 800.000000)
(-2730.000000, 800.000000)
(-2720.000000, 800.000000)
(-2710.000000, 800.000000)
(-2700.000000, 800.000000)
(-2690.000000, 800.000000)
(-2680.000000, 800.000000)
(-2670.000000, 800.000000)
(-2660.000000, 800.000000)
(-2650.000000, 800.000000)
(-2640.000000, 800.000000)
(-2630.000000, 800.000000)
(-2620.000000, 800.000000)
(-2610.000000, 800.000000)
(-2600.000000, 800.000000)
(-2590.000000, 800.000000)
(-2580.000000, 800.000000)
(-2570.000000, 800.000000)
(-2560.000000, 800.000000)
(-2550.000000, 800.000000)
(-2540.000000, 800.000000)
(-2530.000000, 800.000000)
(-2520.000000, 800.000000)
(-2510.000000, 800.000000)
(-2500.000000, 800.000000)
(-2490.000000, 800.000000)
(-2480.000000, 800.000000)
(-2470.000000, 800.000000)
(-2460.000000, 800.000000)
(-2450.000000, 800.000000)
(-2440.000000, 800.000000)
(-2430.000000, 800.000000)
(-2420.000000, 800.000000)
(-2410.000000, 800.000000)
(-2400.000000, 800.000000)
(-2390.000000, 800.000000)
(-2380.000000, 800.000000)
(-2370.000000, 800.000000)
(-2360.000000, 800.000000)
(-2350.000000, 800.000000)
(-2340.000000, 800.000000)
(-2330.000000, 800.000000)
(-2320.000000, 800.000000)
(-2310.000000, 800.000000)
(-2300.000000, 800.000000)
(-2290.000000, 800.000000)
(-2280.000000, 800.000000)
(-2270.000000, 800.000000)
(-2260.000000, 800.000000)
(-2250.000000, 800.000000)
(-2240.000000, 800.000000)
(-2230.000000, 800.000000)
(-2220.000000, 800.000000)
(-2210.000000, 800.000000)
(-2200.000000, 800.000000)
(-2190.000000, 800.000000)
(-2180.000000, 800.000000)
(-2170.000000, 800.000000)
(-2160.000000, 800.000000)
(-2150.000000, 800.000000)
(-2140.000000, 800.000000)
(-2130.000000, 800.000000)
(-2120.000000, 800.000000)
(-2110.000000, 800.000000)
(-2100.000000, 800.000000)
(-2090.000000, 800.000000)
(-2080.000000, 800.000000)
(-2070.000000, 800.000000)
(-2060.000000, 800.000000)
(-2050.000000, 800.000000)
(-2040.000000, 800.000000)
(-2030.000000, 800.000000)
(-2020.000000, 800.000000)
(-2010.000000, 800.000000)
(-2000.000000, 800.000000)
(-1990.000000, 800.000000)
(-1980.000000, 800.000000)
(-1970.000000, 800.000000)
(-1960.000000, 800.000000)
(-1950.000000, 800.000000)
(-1940.000000, 800.000000)
(-1930.000000, 800.000000)
(-1920.000000, 800.000000)
(-1910.000000, 800.000000)
(-1900.000000, 800.000000)
(-1890.000000, 800.000000)
(-1880.000000, 800.000000)
(-1870.000000, 800.000000)
(-1860.000000, 800.000000)
(-1850.000000, 800.000000)
(-1840.000000, 800.000000)
(-1830.000000, 800.000000)
(-1820.000000, 800.000000)
(-1810.000000, 800.000000)
(-1800.000000, 800.000000)
(-1790.000000, 800.000000)
(-1780.000000, 800.000000)
(-1770.000000, 800.000000)
(-1760.000000, 800.000000)
(-1750.000000, 800.000000)
(-1740.000000, 800.000000)
(-1730.000000, 800.000000)
(-1720.000000, 800.000000)
(-1710.000000, 800.000000)
(-1700.000000, 800.000000)
(-1690.000000, 800.000000)
(-1680.000000, 800.000000)
(-1670.000000, 800.000000)
(-1660.000000, 800.000000)
(-1650.000000, 800.000000)
(-1640.000000, 800.000000)
(-1630.000000, 800.000000)
(-1620.000000, 800.000000)
(-1610.000000, 800.000000)
(-1600.000000, 800.000000)
(-1590.000000, 800.000000)
(-1580.000000, 800.000000)
(-1570.000000, 800.000000)
(-1560.000000, 800.000000)
(-1550.000000, 800.000000)
(-1540.000000, 800.000000)
(-1530.000000, 800.000000)
(-1520.000000, 800.000000)
(-1510.000000, 800.000000)
(-1500.000000, 800.000000)
(-1490.000000, 800.000000)
(-1480.000000, 800.000000)
(-1470.000000, 800.000000)
(-1460.000000, 800.000000)
(-1450.000000, 800.000000)
(-1440.000000, 800.000000)
(-1430.000000, 800.000000)
(-1420.000000, 800.000000)
(-1410.000000, 800.000000)
(-1400.000000, 800.000000)
(-1390.000000, 800.000000)
(-1380.000000, 800.000000)
(-1370.000000, 800.000000)
(-1360.000000, 800.000000)
(-1350.000000, 800.000000)
(-1340.000000, 800.000000)
(-1330.000000, 800.000000)
(-1320.000000, 800.000000)
(-1310.000000, 800.000000)
(-1300.000000, 800.000000)
(-1290.000000, 800.000000)
(-1280.000000, 800.000000)
(-1270.000000, 800.000000)
(-1260.000000, 800.000000)
(-1250.000000, 800.000000)
(-1240.000000, 800.000000)
(-1230.000000, 800.000000)
(-1220.000000, 800.000000)
(-1210.000000, 800.000000)
(-1200.000000, 800.000000)
(-1190.000000, 800.000000)
(-1180.000000, 800.000000)
(-1170.000000, 800.000000)
(-1160.000000, 800.000000)
(-1150.000000, 800.000000)
(-1140.000000, 800.000000)
(-1130.000000, 800.000000)
(-1120.000000, 800.000000)
(-1110.000000, 800.000000)
(-1100.000000, 800.000000)
(-1090.000000, 800.000000)
(-1080.000000, 800.000000)
(-1070.000000, 800.000000)
(-1060.000000, 800.000000)
(-1050.000000, 800.000000)
(-1040.000000, 800.000000)
(-1030.000000, 800.000000)
(-1020.000000, 800.000000)
(-1010.000000, 800.000000)
(-1000.000000, 800.000000)
(-990.000000, 800.000000)
(-980.000000, 800.000000)
(-970.000000, 800.000000)
(-960.000000, 800.000000)
(-950.000000, 800.000000)
(-940.000000, 800.000000)
(-930.000000, 800.000000)
(-920.000000, 800.000000)
(-910.000000, 800.000000)
(-900.000000, 800.000000)
(-890.000000, 800.000000)
(-880.000000, 800.000000)
(-870.000000, 800.000000)
(-860.000000, 800.000000)
(-850.000000, 800.000000)
(-840.000000, 800.000000)
(-830.000000, 800.000000)
(-820.000000, 800.000000)
(-810.000000, 800.000000)
(-800.000000, 800.000000)
(-790.000000, 800.000000)
(-780.000000, 800.000000)
(-770.000000, 800.000000)
(-760.000000, 800.000000)
(-750.000000, 800.000000)
(-740.000000, 800.000000)
(-730.000000, 800.000000)
(-720.000000, 800.000000)
(-710.000000, 800.000000)
(-700.000000, 800.000000)
(-690.000000, 800.000000)
(-680.000000, 800.000000)
(-670.000000, 800.000000)
(-660.000000, 800.000000)
(-650.000000, 800.000000)
(-640.000000, 800.000000)
(-630.000000, 800.000000)
(-620.000000, 800.000000)
(-610.000000, 800.000000)
(-600.000000, 800.000000)
(-590.000000, 800.000000)
(-580.000000, 800.000000)
(-570.000000, 800.000000)
(-560.000000, 800.000000)
(-550.000000, 800.000000)
(-540.000000, 800.000000)
(-530.000000, 800.000000)
(-520.000000, 800.000000)
(-510.000000, 800.000000)
(-500.000000, 800.000000)
(-490.000000, 800.000000)
(-480.000000, 800.000000)
(-470.000000, 800.000000)
(-460.000000, 800.000000)
(-450.000000, 800.000000)
(-440.000000, 800.000000)
(-430.000000, 800.000000)
(-420.000000, 800.000000)
(-410.000000, 800.000000)
(-400.000000, 800.000000)
(-390.000000, 800.000000)
(-380.000000, 800.000000)
(-370.000000, 800.000000)
(-360.000000, 800.000000)
(-350.000000, 800.000000)
(-340.000000, 800.000000)
(-330.000000, 800.000000)
(-320.000000, 800.000000)
(-310.000000, 800.000000)
(-300.000000, 800.000000)
(-290.000000, 800.000000)
(-280.000000, 800.000000)
(-270.000000, 800.000000)
(-260.000000, 800.000000)
(-250.000000, 800.000000)
(-240.000000, 800.000000)
(-230.000000, 800.000000)
(-220.000000, 800.000000)
(-210.000000, 800.000000)
(-200.000000, 800.000000)
(-190.000000, 800.000000)
(-180.000000, 800.000000)
(-170.000000, 800.000000)
(-160.000000, 800.000000)
(-150.000000, 800.000000)
(-140.000000, 800.000000)
(-130.000000, 800.000000)
(-120.000000, 800.000000)
(-110.000000, 800.000000)
(-100.000000, 800.000000)
(-90.000000, 800.000000)
(-80.000000, 800.000000)
(-70.000000, 800.000000)
(-60.000000, 800.000000)
(-50.000000, 800.000000)
(-40.000000, 800.000000)
(-30.000000, 800.000000)
(-20.000000, 800.000000)
(-10.000000, 800.000000)
(0.000000, 800.000000)
(10.000000, 800.000000)
(20.000000, 800.000000)
(30.000000, 800.000000)
(40.000000, 800.000000)
(50.000000, 800.000000)
(60.000000, 800.000000)
(70.000000, 800.000000)
(80.000000, 800.000000)
(90.000000, 800.000000)
(100.000000, 800.000000)
(110.000000, 800.000000)
(120.000000, 800.000000)
(130.000000, 800.000000)
(140.000000, 800.000000)
(150.000000, 800.000000)
(160.000000, 800.000000)
(170.000000, 800.000000)
(180.000000, 800.000000)
(190.000000, 800.000000)
(200.000000, 800.000000)
(210.000000, 800.000000)
(220.000000, 800.000000)
(230.000000, 800.000000)
(240.000000, 800.000000)
(250.000000, 800.000000)
(260.000000, 800.000000)
(270.000000, 800.000000)
(280.000000, 800.000000)
(290.000000, 800.000000)
(300.000000, 800.000000)
(310.000000, 800.000000)
(320.000000, 800.000000)
(330.000000, 800.000000)
(340.000000, 800.000000)
(350.000000, 800.000000)
(360.000000, 800.000000)
(370.000000, 800.000000)
(380.000000, 800.000000)
(390.000000, 800.000000)
